date,kor_title,eng_title,grammar,grammar_desc
20191119,나 이따가 삼계탕 먹으러 가는데 우리 같이 갈래?,Do you want to go with me? I'm going to eat Samgyetang later.,AVst으러/러 가는데,"It is used to ask a question or to propose to the listener while mentioning the purpose of the speaker moving to his destination in the preceding clause.For '-으러/러 가는데', if the stem of an action verb ends with a vowel or 'ㄹ', you use '-러 가는데',w with another consonant you use '-으러 가는데'."
20191120,배달은 어떻게 해 드릴까요?,How would you like your delivery done?,어떻게 AVst어/아/여 드릴까요?,"It is used to politely ask about what the listener wants when the speaker is doing a behavior for the listener. It is often used in a question sentence for offering service.For '-어/아/여 드릴까요?', if the stem of an action verb ends with 'ㅏ, ㅗ', you should use '-아 드릴까요?', with another vowel(ㅓ, ㅜ, ㅡ, ㅣ) you use '-어 드릴까요?'. If it ends with '하-', you should use '-여 드릴까요(해 드릴까요?'."
20191121,세탁이 끝나는 대로 바로 연락을 드릴게요.,I will get in touch as soon as the laundry is done.,AVst는 대로 AVst을게요/ㄹ게요.,"It is used when the speaker expresses or promises to do something immediately after a tast or situation.'-는 대로' is used attached to the stem of an action verb.For '-을게요/ㄹ게요', if the stem of an action verb ends with a vowel or 'ㄹ', you use '-ㄹ게요', if it ends with another consonant, you use '-을게요'."
20191122,홈페이지의 설명대로 따라하니까 별로 어렵지 않더라.,I followed the instructions on the homepage and it wasn't too difficult to follow the instructions.,Vst으니까/니까 Vst더라.,"It is used to deliver new facts that the speaker came to know it as a result of what he has seen or experienced in the past. It is not used in conversations with superiors because it is used only in non-honorific language.For '-으니까/니까', if the stem of an action verb or a descriptive verb ends with a vowel or 'ㄹ', you should '-으니까', with another consonant, you should use '-니까'.'-더라' is used attached to the stem of an action verb or a descriptive verb."
20191123,내 카드는 동반 2인까지 40퍼센트 할인해 준다고 하니까 내 카드로 결제할게.,"It is said that I can get a 40 percent discount for up to two people with my card, so I will pay with mine.",Vst는다고/ㄴ다고/다고 하니까 AVst을게요/ㄹ게요.,"It is used when theh speaker expresses or promises his will to do something, citing what he has heard from others as a reason. For '-는다고/ㄴ다고/다고 하니까', if the stem of an action verb ends with a vowel or 'ㄹ', you use 'ㄴ다고 하니까', with another consonant you use '-는다고 하니까'. After the stem of a descriptive verb, you use '-다고 하니까'.For '-을게요/ㄹ게요', if the stem of an action verb ends with a vowel or 'ㄹ', you use -ㄹ게요', with another consonant, you should use '- 을게요'."
20191125,지금 신고 있는 구두는 오래 걸어 다닐 때마다 발뒤꿈치가 까지더라고요.,I got my heels grazed if I walk for a long time with these shoes I'm wearing.,AVst을/ㄹ 때마다 Vst더라고요.,"It is used to tell the listener what the speaker has learned from repeated experiences.For '-을/ㄹ 때마다', if the stem of an action verb ends with a vowel or 'ㄹ', you use '-ㄹ 때마다', with another consonant, you should use '-을 때마다'.'-더라고요' is used attached to the stem of an action verb or a descriptive verb."
20191126,오래 신다보니 굽이 많이 닳았는데 새것으로 갈아 주셨으면 좋겠어요.,The heels are worn out a lot since I've worn it for a long time. I hope you can change it to a new one.,AVst어/아/여 주셨으면 좋겠다,"It is attached to the stem of an action verb to politely ask for what the speaker wants.If the stem of an action verb ends with 'ㅏ,ㅗ' you should use '-아 주셨으면 좋겠다', with another vowel(ㅓ,ㅜ,ㅡ,ㅣ) you use '-어 주셨으면 좋겠다'. If it ends with '하-', you should use '-여(해) 주셨으면 좋겠다'."
20191127,난 네가 잘할 줄 알았어.,I knew you'd do well.,Vst을/ㄹ 줄 알았어요.,"It is attached to the stem of an action verb or a descriptive verb to indicate that the speaker had already expected the content before he heard the other person or before the event occurred.If the stem of an action verb or a descriptive verb ends with a vowel or 'ㄹ', you use '-ㄹ 줄 알았어', with a consonant, you use '-을 줄 알았어'."
20191128,중요한 경기인데 당연히 봤지.,"Of course, I saw it. It was an important match.",Vst는데/은데/ㄴ데 당연히 Vst었지/았지/였지.,"It indicates that the content of a following clause is inevitable in the situation of a preceding clause. It is used to repond to the listener's question about what the speaker has experienced or done already.For an action verb you use '-는데/은데/ㄴ데', after the stem of '있다' and '없다' you use '-는데'. After the stem of a descriptive verb that ends with 'ㄹ' you use '-ㄴ데'. If the stem of a descriptive verb ends with another consonant, you use '-은데'.For '-었지/았지/였지', if the stem of an action verb or a descriptive verb ends with 'ㅏ,ㅗ', you use '-았지', with other vowel(ㅓ,ㅜ,ㅡ,ㅣ) you use '-었지'. If it ends with '하-', you use '였지(했지)'."
20191129,도시 생활에 지칠수록 자연을 벗 삼으라는 말도 있잖아.,"There's a saying that the more you get tired of city life, the more you should have nature as your buddy.",Vst으라는/라는 말도 있잖아요.,"It is used to quote something that the listener may already know. It is often used when you propose a behavior to the listener.If the stem of an action verb or a descriptive verb ends with a vowel or 'ㄹ', you use '-라는'. If it ends with a consonant, you use '-으라는'."
20191130,저는 시험을 본다 본다 하는 게 바빠서 못 봤어요.,I kept trying to take the test but I couldn't because I was busy.,AVst는다/ㄴ다 AVst는다/ㄴ다 하는 게,"It is attached to the stem of an action verb to indicate that one had a persistent desire to do a behavior which cannot be done, actually.If the stem of an action verb ends with a vowel or 'ㄹ', you should use '-ㄴ다 -ㄴ다 하는 게', with another consonant, you use '-는다 '-는다 하는 게'."
20191202,저는 유양이에요.,I'm Yooyang.,N은/는¹ N이에요/예요.,"N is the noun. '은/는' is used with a noun to denote the topic or theme of a sentence. When the noun ends in a consonant, use '은', and when the noun ends in a vowel, use '는'. 'N이에요/예요' is an informal polite ending suffix to describe the attributes of the subject noun. It is used to make the noun function like a verb in regular conversation. When the noun ends in a consonant, use '이에요', and when the noun ends in a vowel, use '예요'. "
20191203,유양 씨는 중국 사람이에요?,"Ms. Yooyang, are you Chinese?",N은/는 N이에요/예요?,It is the interrogative form of 'N은/는 N이에요/예요.'.
20191204,저는 학생이 아니에요.,I'm not a student.,N은/는 N이/가¹ 아니에요.,"It is the negation of 'N은/는 N이에요/예요.'. 'N이/가' comes before '아니다'. When the noun ends in a consonant, use '이', and when the noun ends in a vowel, use '가'. "
20191205,저 사람은 흐엉 씨예요.,That person is Ms. Huong.,이/그/저 N은/는 N이에요/예요.,
20191206,다니엘 씨는 스티브 씨의 남동생이에요.,Mr. Daniel is Mr. Steve's younger brother. ,N은/는 N의 N이에요/예요.,''의' is the particle used to make a possessive form. It sometimes can be omitted. (e.g. 유양 씨(의) 친구는 영국 사람이에요. (Ms. Yooyang's friend is British.))
20191207,흐엉 씨가 회사원이에요.,Ms. Huong is an office worker.,N이/가² N이에요/예요.,''이/가' is used with a noun to indicate that the noun is the subject of the sentence. It can be omitted depending on the context. 
20191209,아파트의 이름이 뭐예요?,What is the name of your apartment?,N이/가 N이에요/예요?,It is the interrogative form of 'N이/가 N이에요/예요'.
20191210,헬스클럽이 아주 넓어요.,The fitness club is very large.,N이/가 Vst어요.(Vst어요?),"It is used to describe the state or action of a subject. 'Vst' is the stem of the action verb or state verb without '-다'.'-어요' is an ending suffix used in a declarative, interrogative, imperative or suggestion sentence in regular cconversation. When the action verb or state verb stem ends in vowels except 'ㅏ,ㅑ,ㅗ', use '-어요'."
20191211,집이 작아요.,My house is small.,N이/가 Vst아요.(Vst아요?),"It is used to describe the state or action of a subject. '-아요' is an ending suffix used in a declarative, interrogative, imperative or suggestion sentence in regular cconversation. When the action verb or state verb stem ends in 'ㅏ,ㅑ,ㅗ', use '-아요'."
20191212,방에 창문이 있어요.,There is a window in the room.,N에¹ N이/가 있어요.,"에' is used with a place noun to indicate a location of a person or thing. It is used  with the state verb such as '있다 (there is), 없다 (there is not), 많다 (there is a lot), 적다 (there is a little)' or action verb such as '앉다 (sit), 살다 (live), 놓다 (place), 넣다 (put), 쓰다 (write)'."
20191213,집에 애완동물이 있어요?,Is there a pet in your house?,N에 N이/가 있어요?,It is the interrogative form of 'N에 N이/가 있어요.'.
20191214,베란다에 의자가 없어요.,There is no chair on the veranda.,N에 N이/가 없어요.,It is the negation of 'N에 N이/가 있어요.'.
20191216,회사가 어디에 있어요?,Where is your company?,N이/가 어디에 있어요?,"'It is used to describe the state or action of a subject. 'Vst' is the stem of the basic form of the action verb or the descriptive verb without '-다' (e.g. 울다-울, 예쁘다-예쁘). '-어요' is an informal polite ending suffix used in a declarative, interrogative, imperative or suggestion sentence in regular conversation. When the action verb stem or the descriptive verb stem ends in vowels except 'ㅏ,ㅑ,ㅗ', use '-어요'."
20191217,엘리베이터는 저쪽에 있어요.,The elevator is over there.,N은/는 N에 있어요.,It is a similar expression of 'N이/가 N에 있어요.'. The noun in front of '은/는' is the topic or theme of the sentence.
20191218,휴게실은 오 층하고 십 층에 있어요.,The lounges are on the fifth and tenth floors.,N하고¹ N,It is used to list two or more nouns.
20191219,복사기는 창문 앞에 있어요.,The copy machine is in front of the window.,"N은/는 N 앞(옆, 안, 위...)에 있어요(없어요).","It is used to express the location . The nouns which indicates the location are '앞'(front), '뒤'(back), '위'(on), '옆'(next to), '아래'(under), '근처'(near), '안'(in), '밖'(out), etc."
20191220,사무실에 책상이 스무 개 있어요.,There are twenty desks in the office.,"N에 N이/가 한(두, 세…) N 있어요.","The counting units differ in terms of noun. '한, 두, 세, 네,..' or '일, 이, 삼, 사...' is used according to the following noun. When there is no following noun, '하나, 둘, 셋, 넷...' is used to count."
20191221,사무실에 직원이 몇 명 있어요?,How many employees are there in the office?,N이/가 몇 N 있어요?,It is used to ask the quantity. '몇' is used in front of a countable noun.
20191223,저는 여동생이 있어요.,I have a younger sister.,N은/는 N이/가 있어요(없어요).,It is used to indicate whether the previous noun possesses the latter noun or not. 
20191224,누나도 있어요.,"I have an elder sister, too.",N도,It is used after a noun to indicate the noun is same with or similar to the preceding statement.
20191225,성격이 활발해요.,She is outgoing.,N이/가 Vst여요.(Vst여요?),"It is used to describe the state or action of a subject. '-여요' is an informal polite ending suffix attached to the action or descriptive verb stem ending in '-하다'. '-해요' is the abbreviation for '-하여요'. It can be used in a declarative, interrogative, imperative or suggestion sentence. "
20191226,여자 친구는 학생이에요.,My girlfriend is a student.,N은/는²,It is used to compare something with a preceding noun.
20191227,제 여자 친구는 키가 커요.,My girlfriend is tall.,N은/는 N이/가 DVst어요/아요/여요.,"'DVst' is a verb stem of the basic form of the descriptive verb without '-다' (e.g. 넓다-넓, 싸다-싸). It is similar to 'N의 N이/가 DVst어요/아요/여요.' in meaning. When the noun in front of '의' is the topic or theme of the sentence, '은/는' is used instead of '의'. "
20191228,우빈 씨는 여자 친구를 자주 만나요?,"Mr. Woobin, do you meet with your girlfriend often?",N은/는 N을/를 AVst어요/아요/여요.,"'AVst' is a verb stem of the basic form of the action verb without '-다' (e.g. 먹다-먹, 보다-보). '을/를' is used to show that the noun is the object of the sentence. It can be omitted depending on the context."
20191230,보통 커피숍에서 책을 읽어요.,I read books at coffee shops.,N에서¹ N을/를 AVst어요/아요/여요.,에서' is used with a place noun to indicate the place where the action is taking place.
20191231,우빈 씨는 무슨 영화를 좋아해요?,"Mr. Woobin, what movies do you like?",무슨 N_____________________?,'무슨' is an interrogative word used in front of a noun to ask about the kind of the noun.
20200101,저는 운동을 배우고 싶어요.,I want to learn sports.,Avst고 싶어요.,It is used to express a certain action that a speaker desires to do. It is also used to ask the listener what he/she wants to do (e.g. 무엇을 먹고 싶어요? (What do you want to eat?))
20200102,유양 씨가 테니스를 배우고 싶어 해요.,Yooyang wants to learn tennis.,Avst고 싶어 해요.,It is used to express a certain action that a third person desires to do.
20200103,여행을 자주 하지 않아요.,I don't travel often.,Vst지 않아요.,It is the negation of 'Vst어요/아요/여요.'.
20200104,저는 클래식 음악을 안 좋아해요.,I don't like classical music.,안 Vst어요/아요/여요.,It is the short form for 'Vst지 않아요.'.
20200106,오전 열 시 삼십 분이에요.,It's 10:30 a.m.,N시 N분,"Pure Korean numerals (한, 두, 세…) are used in front of '시', while Chinese-derived Korean numerals (일, 이…십, 이십…) are used in front of '분'. '반 (half)' can be used for '삼십 분 (thirty minutes)'.(e.g. 한시 십 분 (1:10), 여덟 시 이십오 분 (8:25), 다섯 시 삼십 분 or 다섯 시 반 (5:30))"
20200107,보통 11시에 자요.,I usually go to bed at eleven.,N에²,It is used to indicate time when an action or situation takes place.
20200108,수영장에 가요.,I am going to the swimming pool.,N에³ 가다/오다/다니다,"N is the noun for destination when it is used with '가다, 오다, 다니다'."
20200109,9시부터 수업이 있어요.,I have a class starting from nine.,N부터¹,부터' is used to denote the beginning point.
20200110,오후 4시까지 수업이 있어요.,I have classes until 4 p.m.,N까지¹,까지' is used to denote the end of any range.
20200111,몇 시까지 출근해요?,By what time do you go to work?,N까지²,까지' is used to denote a limit or a point in time when a certain action needs to end.
20200113,같이 저녁을 먹을까요?,Shall we have dinner together?,AVst을까요/ㄹ까요?¹,"It is used to make a suggestion to the listener of doing things together. When the action verb stem ends in a consonant, use '-을까요' and when the action verb stem ends in a vowel, use '-ㄹ까요'. The subject in this sentence is '우리' and can be omitted."
20200114,어디에서 식사를 할까요?,Where shall we eat?,"어디에서(언제, 무슨 N을/를...) AVst을까요/ㄹ까요?","AVst을까요/ㄹ까요?' can be used with interrogatives such as '언제 (when)', '어디 (where)', and '무슨 (what) N'."
20200115,오랜만에 중국 음식을 먹읍시다.,Let's eat Chinese food. It's been a while since we ate Chinese.,AVst읍시다/ㅂ시다.,"It is used to make a suggestion to the listener of doing things together or to accept the listener's request. When the action verb stem ends in a vowel, use '-ㅂ시다', and when the action verb stem ends in a consonant, use '-읍시다'."
20200116,돼지갈비랑 냉면이 맛있어요.,Barbecued pork rib and cold noodles are good.,N이랑/랑¹,"It is used with a noun to list more than two nouns. It is similar to 'N하고' in meaning, and it is usually used in conversation. When the noun ends in a consonant, use '이랑', and when the noun ends in a vowel, use '랑'."
20200117,여기 돼지갈비 2인분하고 냉면 주세요.,Please give us two orders of barbecued pork rib and one order of cold noodles.,Avst으세요/세요.,"It is used to command or suggest something of the listener with respect. When the action verb stem ends in a consonant, use '-으세요', and when the action verb stem ends in a vowel, use '-세요'."
20200118,그럼 돈가스나 치킨을 먹을까요?,"Then, shall we eat pork cutlet or chicken?",N이나/나¹,"It is used to indicate that only one of the listed items is selected. When the noun ends in a consonant, use '이나', and when the noun ends in a vowel, use '나'."
20200120,집에서 회사까지 얼마나 걸려요?,How long does it take from your house to your company?,N에서² N까지³. N으로/로¹ 가다(오다),"'에서' indicates the starting point and '까지' indicates the arrival point.. '으로/로' is used with action verbs like '가다 (go), 오다 (come)', and it indicates that the place noun preceding '으로/로' is the destination. When the noun ends in a consonant, use '으로', and when the noun ends in a vowel, use '로'. Especially when the noun ends in 'ㄹ', use '로'. (e.g. 사무실로 (o), 사무실으로 (x) (to the office))"
20200121,빈손으로 갈 수는 없으니까 준비해야지.,We can't go empty handed so we have to prepare something.,AVst어야지요/아야지요/여야지요.,"It is used with an action verb stem. It is used when you kindly ask a favor to someone or give an advice. ‘ - 아야지요’ is used if the last syllable of an ending is an action verb stem for ‘ㅏ,ㅗ’. ‘-어야지요’ is used for the other vowels (ㅓ,ㅜ, ㅡ,ㅣ). ‘-여야지요(해야지요)’ is used for the ‘하-’. ‘-어야지’ is used towards younger persons or close persons."
20200122,지하철로 갑시다.,Let's take the subway.,N으로/로²,It is used to indicate the preceding noun is the means of the transportation. '걸어서' should be written for '걷다'(e.g. 걸어서 학교에 가요. (I walk to school)).
20200123,저는 운전을 하지 못해요.,I cannot drive.,AVst지 못해요.,It is used to indicate the lack of ability or impossibility of doing things.
20200124,버스로 가지 맙시다.,Let's not take the bus.,AVst지 맙시다.,It is the negation of 'AVst읍시다/ㅂ시다'.
20200125,어른 표 1장과 어린이 표 1장 주세요.,Please give me one adult ticket and one child ticket.,N와/과¹,"It is used to list and link nouns and it is similar to 'N하고' or 'N이랑/랑' in meaning. It is often used in written language. When the noun ends in a vowel, use '와', and when the noun ends in a consonant, use '과'."
20200127,저는 파티에 못 가요.,I cannot go to the party.,못 Avst어요/아요/여요.,It is the short form for 'AVst지 못해요.'
20200128,빵집에 케이크를 사러 가요.,I am going to the bakery to buy a cake.,N에 AVst으러/러 가요.,"It is used in front of action verbs such as '가다 (go), 오다 (come)' to indicate the purpose of moving. When the action verb stem ends in a vowel, use '-러', and when the action verb stem ends in a consonant, use '-으러'."
20200129,제가 과일과 음료수를 살까요?,Shall I buy some fruit and drinks?,제가 AVst을까요/ㄹ까요?²,It is used to ask the listener how he/she thinks about the speaker's action.
20200130,잊지 마세요.,Don't forget.,AVst지 마세요.,It is the negation of 'AVst으세요/세요.'.
20200131,제 선물입니다.,It's a gift from me.,N입니다.,It is the formal expression of 'N이에요/예요.'.
20200201,유양 씨 생일 파티가 오늘입니까?,Is Ms. Yooyang's birthday party today?,N입니까?,It is the interrogative form of 'N입니다'.
20200203,홍차가 아닙니다.,It's not black tea.,N이/가 아닙니다.,It is the formal expression of 'N이/가 아니에요'.
20200204,배가 고픕니다.,I'm hungry.,Vst습니다/ㅂ니다.,"It is the formal expression of 'Vst어요/아요/여요'. When the action verb stem or the descriptive verb stem ends in a consonant, use '-습니다', and when the action verb stem or the descriptive verb stem ends in a vowel, use '-ㅂ니다'."
20200205,맛이 어떻습니까?,How does it taste?,Vst습니까/ㅂ니까?,It is the interrogative form of 'Vst습니다/ㅂ니다'.
20200206,생선은 자주 먹지 않습니다.,I don't eat fish often.,Vst지 않습니다.,It is the negation of 'Vst습니다/ㅂ니다'.
20200207,저희 아버지께서 짜장면을 좋아하십니다.,My father likes Korean black noodles.,N께서 Vst으십니다/십니다.,"-으십니다/십니다' is the honorific suffix for the subject of the sentence. When the verb stem ends in a vowel, use '-십니다', and when the verb stem ends in a consonant, use '-으십니다'. '이십니다' is used after the noun. '께서' is attached to express repect for the subject. '으십니다/십니다' is a formal expression of '-으세요/세요.' '이십니다' is a formal expression of '이세요'."
20200208,무슨 차를 좋아하십니까?,What kind of tea do you like?,Vst으십니까/십니까?,"It is used to formally ask something of the listener with respect. When the verb stem of an action verb or a descriptive verb ends in a consonant, use '-으십니까', and when the verb stem of an action verb or a descriptive verb ends in a vowel, use '-십니까'. After the noun, use '이십니까'. '-으세요/세요' is an informal expression of '-으십니까/십니까', and '이세요' is an informal expression of '이십니까'."
20200210,우빈 씨가 자료를 준비하십시오.,"Mr. Woobin, please prepare the material.",AVst으십시오/십시오.,It is used to command or suggest something of the listener with respect. It is the formal expression of 'AVst으세요/세요.'. Its negation is 'AVst지 마십시오.'.
20200211,회의에서 김 부장님께서 발표하십니까?,Is General Manager Kim going to make a presentation at the meeting?,N께서 Vst으십니까/십니까?,It is the interrogative form with respect for the subject of the sentence.
20200212,다 만들었습니다.,I have finished preparing the material.,Vst었습니다/았습니다/였습니다.,"It is used to indicate that an action or a state has already occurred. When the verb stem of an action verb or a descriptive verb ends in vowels like 'ㅏ,ㅑ,ㅗ', use '-았습니다'. When the action verb stem or the descriptive verb stem ends in vowels other than 'ㅏ,ㅑ,ㅗ', use '-었습니다'. When it ends in '-하다', use '-였습니다'. When the noun ends in a consonant, use '이었습니다', and when the noun ends in a vowel, use '였습니다'. Their informal expressions are '-었어요/았어요/였어요', and '이었어요/였어요'."
20200213,저희 팀원들과 같이 디자인을 했습니다.,I designed it together with my team members.,"N와/과², N하고², N이랑/랑²",It is used to denote with whom the subject of the sentence is doing something.
20200214,제가 이따가 예약하겠습니다.,I will make a reservation later.,제가 Avst겠습니다.,It is used to indicate the will or intention of the speaker for future events.
20200215,누가 발표를 하시겠어요?,Who will make the presentation?,AVst으시겠어요/시겠어요?,"It is used to ask the will or intention of the listener for future events with respect. When the action verb stem ends in a consonant, use '-으시겠어요', and when the action verb stem ends in a vowel, use '-시겠어요'."
20200217,여자 친구에게 향수를 선물하고 싶어요.,I would like to buy my girlfriend perfume as a gift.,N에게,It is attached to a noun for people or animals to show that the noun is the object of the action. Use '에' for things.
20200218,어머니께 드리고 싶어요.,I want to give it to my mother.,N께¹ 드리다,"께' is attached to a noun for honorific instead of '에게', and change '주다' into '드리다'.  To make proper honorific, use '인사를 드리다' instead of '인사를 하다 (say hello)', and also use '전화를 드리다.' instead of '전화를 하다 (make a phone call)'."
20200219,친구에게서 받았어요.,I received them from my friend.,N에게서,It is attached to a noun for people or animals to show  the beginning point of an action. '에게' is a short form for '에게서' and '한테서(한테)' can be used in coversation.
20200220,할머니께 입학 선물을 받았어요.,My grandmother gave it to me as a gift to celebrate my acceptance to the school.,N께²,It is used instead of '에게서' for honorific.
20200221,고향에서 왔어요.,They are from my hometown.,N에서³,It is used with nouns except people or animals to indicate the source of a certain action.
20200222,아버지께서 주셨어요.,My father gave it to me.,N께서 주시다,께서 주시다.' is used instead of '이/가 주다' to express respect for the subject of the sentence.
20200224,저쪽에 자전거를 빌리는 곳이 있어요.,There is a bike rental shop over there.,AVst는,"It is attached to an action verb stem or '있다', '없다' verb stem to modify a noun that follows. It shows present tense."
20200225,한강에 예쁜 꽃이 피었어요.,Beautiful flowers bloom along the Han River.,DVst은/ㄴ,"It is attached to a descriptive verb stem to modify a noun that follows. When the descriptive verb stem ends in a consonant, use '-은', and when the descriptive verb steam ends in a vowel, use '-ㄴ'."
20200226,오늘 저녁에 탈 유람선 표예요.,It's the ferry ticket for tonight.,AVst을/ㄹ,"It is attached to an action verb stem to modify a noun that follows. It shows future tense. When the action verb stem ends in a vowel, use '-ㄹ', and when the action verb stem ends in a consonant, use '-을'."
20200227,어제 본 야경이 계속 생각나요.,I keep thinking about the night view I saw yesterday.,AVst은/ㄴ,"It is attached to an action verb stem to modify a noun that follows. It shows past tense. When the action verb stem ends in a consonant, use '-은', and when the action verb stem ends in a vowel, use '-ㄴ'."
20200228,오늘 한강에 사람이 정말 많군요.,There are a lot of people at the Han River today.,Vst는군요/군요.,"It is used to marvel the fact newly learned. When the action verb stem comes, use '-는군요', and when the descriptive verb stem comes, use '-군요'. When the noun comes, use '이군요'."
20200229,저는 콜라보다 주스를 더 좋아해요.,I like juice more than coke.,N보다,It is used to indicate the comparison target.
20200302,집들이를 할 거예요.,I'm going to have a housewarming party.,AVst을/ㄹ 거예요.¹,"It is used to express a plan or intention. When the action verb stem ends in a consonant, use '-을 거예요', and when the action verb stem ends in a vowel, use '-ㄹ 거예요'."
20200303,꼭 갈게요.,I will definitely go.,제가 AVst을게요/ㄹ게요.,"It is used to indicate the speaker's intention or promise for future events. When the action verb stem ends in a consonant, use '-을게요', and when the verb ends in a vowel, use '-ㄹ게요'."
20200304,저는 매운 음식을 잘 먹지만 친구들은 매운 음식을 잘 못 먹어요.,"I am good at eating spicy food, but my friends aren't good at eating spicy food.",Vst지만,"It is used when the content of the preceding sentence is contrary to that of the latter sentence. When the action verb or state verb comes, use '-지만', and when the noun comes use '이지만'."
20200305,아마 친구도 그 선물을 좋아할 거예요.,"Maybe, your friend will like the present, too.",Vst을/ㄹ 거예요.²,"It is used to indicate the speculation. When the action verb stem or the descriptive verb stem ends in a consonant, use '-을 거예요', and when the action verb stem or the descriptive verb stem ends in a vowel, use '-ㄹ 거예요'. When the noun comes, use '일 거예요.'"
20200306,오늘 집들이에 초대한 친구들이 다 올까요?,Will all of my friends that I invited come to the housewarming party today?,Vst을까요/ㄹ까요?³,"It is used when the speaker asks something with speculation. When the action verb stem or the descriptive verb stem ends in a consonant, use '-을까요', and when the action verb stem or the descriptive verb stem ends in a vowel, use '-ㄹ까요'. When the noun comes, use '일까요'."
20200307,집이 깨끗하고 밝았어요.,The house was clean and bright.,Vst고¹,"It is used to list and link two or more actions, conditions or facts. Use '-고' after the action verb stem or descriptive verb stem, and use '이고' after the noun."
20200309,혼자 살아서 좀 외로워요.,I feel a bit lonely as I live alone.,Vst어서/아서/여서¹,"It is used to denote that the preceding clause is the reason of the latter clause. When the action verb stem or the descriptive verb stem ends in 'ㅏ,ㅑ,ㅗ', use '-아서', and when the action verb stem or the descriptive verb stem ends in other vowels except 'ㅏ,ㅑ,ㅗ', use '어서'. When it ends in '-하다' use '-여서'. When the noun ends in a consonant, use '이어서', and when the noun ends in a vowel, use '여서'."
20200310,저는 수업이 끝나고 아르바이트를 해요.,I have a part-time job after class.,AVst고²,It is used to link two or more actions in order in which they occurred.
20200311,우리 학교 근처는 집값이 비싸지 않아요?,Isn't a house near our school expensive?,Vst지 않아요?,It is used to confirm with the listener about the information or the fact which the speaker already knew.
20200312,그럼 이번 주말에 만나서 같이 공부해요.,"Then, let's meet this weekend and study together.",AVst어서/아서/여서²,It is used to link the actions in order in which they occurred. '-어서/아서/여서' is used when the relation of the preceding and following actions is close (e.g. 친구를 만나서 영화를 봤어요.→ I met my friend and then watched a movie with him or her.). '-고' is used when the relation of the two actions is not closely linked (e.g. 친구를 만나고 영화를 봤어요.→ I watched a movie after my friend left.)
20200313,일주일 후에 갈 거예요.,I'm going back in a week.,N 후에,It is used to show that something happens after the noun.
20200314,여행을 한 후에 고향에 돌아갈 거예요.,I'm going back to my hometown after I travel around.,AVst은/ㄴ 후에,It is used to show that something happens after an action.
20200316,그 가수의 콘서트는 인기가 많으니까 빨리 예매합시다.,"The singer's concert is really popular, so let's hurry and book the tickets.",Vst으니까/니까¹ AVst읍시다/ㅂ시다.,"It is used to show that the preceding clause is the reason for the judgment expressed in the latter clause of the sentence for suggestion. When the action verb stem or the descriptive verb stem ends in a consonant, use '-으니까', and when it ends in a vowel, use '-니까'. When the noun comes, use '이니까'."
20200317,공연이 곧 시작되니까 빨리 오세요.,The performance will soon begin. So please come quickly.,Vst으니까/니까 AVst으세요/세요.,It is used to show that the preceding clause is the reason for the judgment expressed in the latter clause of the sentence for command.
20200318,저도 10분 전에 왔어요.,I got here ten minutes ago.,N 전에,It is used to show that something happens before the preceding noun.
20200319,저 가수 노래 정말 잘하지요?,"That singer sings really well, doesn't he/she?",Vst지요?,"It is used to confirm the information or the fact that the speaker already knew with confidence. Use '-지요' after the action verb stem or the descriptive verb stem, and use '이지요' after the noun."
20200320,콘서트에 오기 전에 많이 들었어요.,I listened to them a lot before I came to the concert.,AVst기 전에,It is used to show that another thing happens before something happens.
20200321,다음 콘서트에 가면 꼭 사인을 받을 거예요.,I will definitely get his/her signature when I go to his/her next concert.,Vst으면/면,"It is used to show that the preceding clause is the condition or assumption in the latter clause of the sentence. When the action verb stem or the descriptive verb stem ends in a consonant, use '-으면', and when it ends in a vowel, use '-면'. Use '이면' after the noun."
20200323,거기 피자집 아니에요?,Isn't it a pizza house?,N 아니에요?,It is used to confirm what the speaker knows or guesses to the listener.
20200324,서연 씨한테 한번 물어보세요.,Why don't you ask Ms. Seoyon?,N한테,It is the colloquial expression for '에게'.
20200325,지금 적을 수 있어요?,Can you write it down now?,AVst을/ㄹ 수 있다,"It is used to express that there is an ability or possibility to do something. When the action verb stem ends in a consonant, use '-을 수 있다', when it ends in a vowel, use '-ㄹ 수 있다'."
20200326,계속 통화 중이에요.,The line remains busy.,N 중이다,It is used to indicate that something is going on and is not finished.
20200327,지금은 제가 전화를 받을 수 없어요.,I can't speak on the phone right now.,AVst을/ㄹ 수 없다,It is used to express that there is no ability or possibility to do anything.
20200328,급한 일이 아니니까 나중에 다시 걸게요.,"It's not urgent, so I will call later.",Vst으니까/니까 AVst을게요/ㄹ게요.,It is used to show that the preceding clause is the reason for what the speaker will do in the latter clause of the sentence.
20200330,골프를 칠 줄 알아요.,I know how to play golf.,AVst을/ㄹ 줄¹ 알아요.,It is used to indicate the ability of doing something by knowing how.
20200331,저는 인라인스케이트를 탈 줄 몰라요.,I don't know how to inline skate.,AVst을/ㄹ 줄 몰라요.,It is used to indicate the inability of doing something by not knowing how.
20200401,야구 선수가 되고 싶었어요.,I wanted to become a baseball player.,N이/가 되다,"It is used to indicate that the preceding noun turns into the latter noun. 'N 이/가' comes before '아니다, 되다'."
